gap_id,filled,east,tier,gbm_prob,area_m2,height_m,imperv_frac,dist_road,neigh_completeness,fill_ratio
274,True,True,3,0.9967,152.8,7.1,1.0,4.2274,0.2,0.8734
275,True,True,3,0.1337,91.5,6.6,1.0,4.3386,0.0,0.52
276,False,True,2,0.3517,114.0,2.8,0.7803,26.6268,0.2,0.6885
277,True,True,2,0.4086,57.0,7.0,0.7596,5.0468,0.0,0.8105
278,True,True,2,0.583,121.2,15.2,0.2055,9.6859,0.0238,0.8479
279,True,False,3,0.9578,377.8,10.5,0.9827,1.4169,0.7222,0.7676
280,True,True,3,0.9846,221.0,7.2,0.8477,2.7716,0.0263,0.7836
281,True,True,3,0.9801,343.5,8.7,0.6943,3.0879,0.0833,0.8856
282,True,True,2,0.9913,230.5,17.6,0.4935,4.3813,0.1395,0.8558
283,True,True,3,0.9938,169.5,6.4,0.6412,4.7368,0.1364,0.7731
284,True,True,3,0.8782,181.5,8.7,0.9396,10.1185,0.1471,0.8688
285,False,True,2,0.9785,188.0,14.4,0.4289,8.9098,0.2121,0.7758
286,True,True,3,0.8869,300.8,6.6,0.8973,3.7427,0.2593,0.759
287,True,True,3,0.9778,156.8,8.8,0.724,7.8545,0.2258,0.8398
288,False,False,3,0.0293,83.2,4.9,1.0,8.3673,0.4333,0.7677
289,True,False,3,0.9843,136.2,7.4,0.9288,7.2972,0.4516,0.8015
290,True,False,3,0.9639,247.5,8.3,1.0,0.0,0.36,0.792
291,True,False,3,0.9945,483.0,11.9,1.0,0.8928,0.5714,0.8215
292,True,False,3,0.9917,541.0,16.8,1.0,0.4478,0.381,0.8482
293,True,False,3,0.9903,428.2,9.4,1.0,4.7747,0.2727,0.8617
294,True,False,2,0.9898,279.2,10.2,0.2566,8.6722,0.3704,0.6719
295,False,True,2,0.1089,75.0,9.3,0.7438,5.4692,0.0435,0.793
296,True,False,3,0.985,149.5,7.5,0.9932,5.0573,0.4333,0.8103
297,True,True,3,0.9842,188.0,7.6,0.9581,4.0129,0.0303,0.7383
298,True,True,3,0.9567,165.8,7.8,1.0,12.2172,0.0526,0.8183
299,True,True,3,0.9886,189.8,7.0,0.6827,8.4622,0.125,0.8369
300,True,True,3,0.9887,183.0,7.1,0.9538,8.2982,0.1795,0.8739
301,True,True,3,0.9645,178.2,8.4,0.8904,9.615,0.0556,0.611
302,True,True,3,0.973,225.8,7.6,0.9418,2.7483,0.1628,0.7289
303,True,False,3,0.9964,227.8,11.8,1.0,7.0259,0.4839,0.8478
304,True,True,3,0.9899,95.2,7.3,0.9844,3.4244,0.0345,0.9199
305,False,True,3,0.9624,153.8,11.3,0.6765,11.987,0.2581,0.7011
306,False,True,1,0.0798,51.2,21.5,0.0,34.7383,0.0606,0.8512
307,True,False,3,0.9582,392.8,9.0,0.9975,0.0,0.6087,0.8215
308,True,True,3,0.9964,357.2,9.2,1.0,4.8249,0.3548,0.8869
309,True,False,3,0.987,147.0,9.4,1.0,5.7382,0.5172,0.8691
310,False,True,3,0.9837,393.5,10.8,0.6134,8.4207,0.25,0.8343
311,False,True,3,0.9917,193.0,5.8,0.9062,35.7705,0.1143,0.642
312,False,True,2,0.9167,21.5,4.7,1.0,0.0,0.625,0.6265
313,False,True,1,0.084,43.0,22.1,0.0,27.4512,0.1538,0.7899
314,False,True,1,0.0424,37.2,16.3,0.0143,36.2882,0.2581,0.6775
315,False,True,3,0.9905,103.0,6.2,0.9,5.4079,0.1463,0.9034
316,False,True,1,0.178,72.0,16.9,0.0071,36.7054,0.3103,0.9134
317,False,True,3,0.9987,233.8,6.1,0.6909,5.936,0.3462,0.5251
318,True,False,3,0.9944,505.8,17.2,1.0,3.0842,0.44,0.8336
319,True,False,3,0.9884,201.2,10.2,1.0,4.956,0.5714,0.8332
320,False,True,1,0.3801,77.0,17.1,0.2273,24.6706,0.2121,0.8087
321,True,True,3,0.9866,199.5,14.5,0.5622,4.0346,0.1111,0.6578
322,True,True,3,0.9468,186.2,7.8,0.8374,7.9711,0.0882,0.7553
323,False,False,3,0.1613,434.2,10.7,0.9977,3.6866,0.5909,0.8503
324,True,True,3,0.9955,266.5,11.7,0.7957,5.1071,0.0968,0.566
325,True,True,3,0.9748,210.5,8.8,1.0,3.266,0.1053,0.8636
326,True,True,3,0.9625,218.8,8.5,0.8283,3.8996,0.1136,0.8687
327,False,True,3,0.0804,15072.8,23.5,0.9986,0.0,0.6,0.5054
328,False,True,3,0.9882,624.0,7.1,0.945,3.6331,0.1892,0.5794
329,False,True,1,0.0279,73.5,3.8,1.0,2.361,0.6364,0.8148
330,True,True,3,0.6735,117.5,8.7,0.8678,7.3689,0.2581,0.708
331,False,False,2,0.0117,30.2,4.0,1.0,3.1458,0.75,0.8536
332,True,True,3,0.9802,192.2,8.8,0.9141,5.0373,0.2759,0.8167
333,True,False,3,0.9976,456.0,12.4,1.0,5.5025,0.4118,0.8009
334,False,True,3,0.9963,315.5,7.1,1.0,8.3335,0.875,0.9512
335,True,False,3,0.9964,460.8,12.5,1.0,5.3204,0.4118,0.8374
336,True,False,3,0.992,652.8,22.4,0.991,0.1301,0.375,0.8164
337,True,False,3,0.9983,425.5,20.3,1.0,2.84,0.4444,0.9061
338,True,False,3,0.9914,571.5,17.3,1.0,2.4199,0.45,0.8583
339,True,True,3,0.9929,203.2,10.8,0.651,7.8713,0.0938,0.8957
340,True,True,3,0.9901,200.8,9.7,1.0,8.2513,0.0909,0.8739
341,True,True,3,0.9966,182.8,6.8,1.0,7.1993,0.0882,0.7882
342,True,True,3,0.9598,155.2,8.3,0.7573,5.8798,0.0976,0.7031
343,True,True,3,0.979,317.5,11.5,0.8916,0.7534,0.0769,0.8372
344,True,False,3,0.9715,732.2,7.1,1.0,2.921,0.9167,0.6206
345,True,True,3,0.9606,199.5,10.6,0.9381,8.5755,0.1026,0.8194
346,True,True,3,0.6624,189.5,9.2,0.7275,3.7427,0.15,0.8327
347,False,True,1,0.084,39.8,20.9,0.0,28.8674,0.129,0.8051
348,True,True,3,0.9511,181.0,8.0,0.7874,8.2646,0.1538,0.8059
349,True,False,3,0.9943,770.0,11.5,0.9534,6.0369,0.5,0.7709
350,True,True,3,0.9771,373.5,8.4,0.8853,7.9596,0.25,0.6719
351,True,False,3,0.9916,981.8,13.4,0.9975,4.6777,0.7778,0.6813
352,False,True,1,0.0364,73.0,2.9,1.0,10.293,0.75,0.7348
353,False,True,1,0.3489,61.0,19.5,0.375,34.8997,0.1053,0.9133
354,True,False,3,0.9886,539.8,10.8,0.9963,3.216,0.6875,0.897
355,True,True,3,0.9914,142.8,7.6,1.0,4.2629,0.0909,0.7997
356,False,True,2,0.4379,57.0,9.9,0.5315,11.5254,0.125,0.7886
357,False,True,1,0.0869,42.2,3.0,0.8966,28.7415,0.0952,0.9475
358,False,True,1,0.0671,47.0,3.6,0.7865,31.4804,0.1944,0.8269
359,False,True,1,0.0642,41.2,2.9,1.0,36.8863,0.2258,0.8456
360,True,False,3,0.969,271.2,7.6,0.9925,0.0,0.7778,0.9086
361,True,True,3,0.9827,151.0,9.3,0.8469,5.36,0.0909,0.7775
362,False,True,1,0.01,30.5,15.7,0.0,8.8777,0.8333,0.8517
363,True,True,3,0.9559,201.2,5.1,0.8995,14.5716,0.1351,0.8078
364,False,True,3,0.6518,4871.8,9.9,0.9984,0.0,0.7143,0.5803
365,False,True,2,0.6196,21.8,13.9,0.5789,14.128,0.0682,0.8956
366,True,True,3,0.9698,872.5,10.1,0.9994,6.987,0.3214,0.6382
367,True,False,3,0.9949,1265.2,17.2,1.0,3.3372,0.7826,0.9511
368,True,True,3,0.9875,163.2,7.0,0.9909,10.7912,0.0513,0.8279
369,True,True,2,0.9944,185.0,16.7,0.3049,6.5164,0.0606,0.6104
370,True,True,3,0.4461,100.2,7.1,1.0,4.6098,0.0606,0.8145
371,False,True,3,0.6827,95.2,5.5,0.6122,48.8017,0.1935,0.813
372,True,False,3,0.9892,728.2,11.5,1.0,0.0,0.6429,0.8334
373,True,True,3,0.9963,261.0,6.7,0.9771,5.8858,0.0465,0.5929
374,True,False,3,0.9849,814.8,12.2,0.9403,2.9434,0.4118,0.7854
375,True,True,3,0.443,107.0,6.9,1.0,4.9266,0.0488,0.838
376,True,True,3,0.9738,192.0,7.7,0.8792,11.0994,0.1143,0.7873
377,True,False,3,0.9738,893.2,8.4,1.0,4.917,0.4444,0.7986
378,True,False,3,0.9832,403.0,11.0,1.0,1.4624,0.7143,0.8587
379,True,True,3,0.9169,175.2,8.0,0.9211,11.5252,0.1026,0.7481
380,True,False,3,0.9955,481.8,20.1,1.0,0.0,0.7895,0.9102
381,False,True,1,0.0743,43.8,21.4,0.0,50.1656,0.125,0.9004
382,True,True,3,0.6766,129.8,8.2,0.9062,7.6622,0.0741,0.85
383,False,True,1,0.1366,55.8,3.8,0.9912,0.0,0.9091,0.8382
384,True,True,3,0.7951,120.8,5.9,0.9786,6.4021,0.0571,0.7677
385,True,True,3,0.9521,197.8,4.8,1.0,12.0506,0.1026,0.851
386,True,True,3,0.9921,137.8,8.3,0.9927,3.4412,0.0714,0.904
387,False,True,0,0.9757,20.2,3.0,0.4571,25.0702,0.0714,0.6797
388,True,True,3,0.9743,137.0,6.7,0.8731,12.6556,0.0465,0.8635
389,True,True,3,0.9541,137.8,8.5,0.941,13.1535,0.0513,0.8363
390,True,True,3,0.9931,169.0,6.8,1.0,9.6375,0.0476,0.8119
391,False,True,2,0.8072,55.8,18.7,1.0,33.3415,0.1389,0.8088
392,True,True,2,0.9718,165.5,15.3,0.429,10.982,0.1053,0.8295
393,True,False,3,0.9708,572.2,8.8,0.904,1.2497,0.5882,0.7468
394,True,False,3,0.9938,442.5,11.0,1.0,0.8893,0.4375,0.8262
395,True,True,3,0.9652,172.8,7.9,0.6919,5.4172,0.0455,0.6302
396,False,True,2,0.9748,84.2,13.0,0.4759,24.0821,0.0714,0.9048
397,False,True,1,0.0538,36.2,3.3,1.0,25.358,0.0938,0.7831
398,False,True,1,0.0598,31.5,2.9,1.0,24.6761,0.0857,0.7913
399,False,True,2,0.143,108.5,3.2,0.7703,25.365,0.0227,0.6041
400,True,True,3,0.8235,216.0,4.2,0.9775,2.7784,0.0444,0.8236
401,True,True,3,0.6095,120.2,5.7,1.0,9.4895,0.1176,0.6379
402,True,True,3,0.9929,365.2,13.4,0.5374,10.4886,0.1389,0.5551
403,True,False,3,0.9939,466.5,14.2,1.0,4.0771,0.8889,0.7738
404,True,True,3,0.9893,127.2,7.4,0.8583,3.5538,0.1333,0.8846
405,False,True,3,0.9116,163.5,8.7,0.7791,10.8734,0.3333,0.7609
406,True,True,3,0.9929,154.8,7.8,1.0,6.4642,0.0714,0.891
407,True,True,3,0.9968,198.8,6.5,0.9923,4.7317,0.0426,0.4603
408,True,True,2,0.9058,276.5,3.2,0.847,4.5778,0.1389,0.8362
409,True,True,3,0.4666,96.0,7.4,1.0,3.4631,0.1724,0.7036
410,True,True,3,0.9976,308.5,11.6,1.0,4.2881,0.2609,0.8254
411,True,False,3,0.9586,3484.0,14.2,1.0,0.0,0.875,0.853
412,True,False,3,0.9947,425.2,11.0,1.0,5.401,0.625,0.7539
413,True,True,3,0.9255,586.5,4.9,1.0,0.9186,0.8571,0.6363
414,True,False,3,0.9905,303.0,6.8,1.0,0.0,0.7222,0.8765
415,True,False,3,0.9574,265.8,9.2,1.0,3.3376,0.6875,0.8736
416,True,True,3,0.8265,111.2,6.9,0.7189,6.6521,0.0769,0.8805
417,True,True,3,0.9961,226.5,5.3,0.7494,8.3662,0.0667,0.6355
418,True,True,3,0.9678,167.0,7.9,0.5394,7.0827,0.0811,0.6746
419,True,True,3,0.9946,466.8,6.7,0.955,4.0735,0.075,0.6966
420,True,True,3,0.5922,107.5,8.9,0.5114,6.1008,0.1026,0.8226
421,True,True,3,0.9794,195.0,8.1,0.8,4.9103,0.0606,0.5496
422,False,True,1,0.0806,32.2,14.6,0.0725,19.4823,0.0789,0.8582
423,False,True,2,0.9279,23.5,6.1,0.7209,21.9668,0.093,0.9043
424,False,True,1,0.1944,60.0,3.6,0.6343,13.4771,0.1429,0.8822
425,True,True,3,0.9904,112.2,6.8,1.0,7.9192,0.0769,0.8883
426,True,True,3,0.9693,186.5,8.1,0.63,5.7997,0.1463,0.8316
427,False,True,1,0.4225,67.5,13.1,0.4859,33.0969,0.075,0.8785
428,False,True,1,0.1625,61.2,3.3,1.0,25.7625,0.2727,0.8616
429,False,False,3,0.081,186.0,10.8,1.0,3.6776,0.9167,0.6547
430,True,True,3,0.9921,142.8,6.4,1.0,8.8492,0.075,0.8048
431,False,True,1,0.063,33.0,2.7,1.0,27.1822,0.0714,0.8168
432,True,True,3,0.9852,119.5,8.0,0.8145,7.5745,0.1538,0.9169
433,False,True,2,0.083,99.0,3.4,0.9948,23.0019,0.1471,0.4725
434,True,True,3,0.9893,199.2,8.9,1.0,7.1774,0.0976,0.8748
435,True,True,3,0.9867,166.5,6.8,0.9486,7.8505,0.1579,0.7465
436,True,True,3,0.9797,126.8,7.8,0.8707,11.2437,0.0769,0.9067
437,False,True,2,0.0338,63.2,4.6,1.0,8.6711,0.093,0.8393
438,True,True,3,0.672,110.5,7.2,0.9786,3.9664,0.0952,0.7966
439,True,True,3,0.9848,141.5,7.8,0.8688,4.5661,0.175,0.875
440,True,True,3,0.9925,158.8,8.2,1.0,6.1964,0.1765,0.9094
441,False,True,3,0.9846,218.2,7.4,0.8639,2.6723,0.24,0.7364
442,True,False,3,0.9471,155.8,7.4,1.0,0.9421,0.7826,0.8396
443,False,False,2,0.0278,89.8,2.7,1.0,0.0,0.75,0.8707
444,True,True,3,0.0685,87.8,7.7,1.0,10.3237,0.0968,0.8763
445,True,True,3,0.5912,130.2,5.4,1.0,10.3461,0.1111,0.8125
446,True,True,3,0.9856,118.5,7.1,1.0,10.6043,0.075,0.9162
447,True,False,3,0.9653,181.2,5.7,1.0,1.7046,0.8421,0.7541
448,True,True,3,0.9881,142.2,6.9,0.986,6.4724,0.1429,0.7446
449,True,True,3,0.9832,127.8,7.2,0.938,14.4931,0.0857,0.8862
450,False,True,1,0.2563,31.5,3.2,0.6957,22.5991,0.0789,0.8531
451,False,True,1,0.989,90.5,3.8,0.2568,30.2841,0.1111,0.9663
452,True,True,3,0.9942,278.5,6.6,0.8291,9.4373,0.1538,0.7288
453,False,False,3,0.013,700.5,8.0,0.9993,0.0,0.7647,0.4802
454,False,False,1,0.0064,33.0,3.1,1.0,1.2195,0.6842,0.9022
455,True,True,3,0.9697,157.8,8.3,1.0,8.7772,0.1463,0.7361
456,False,True,1,0.7658,55.0,16.4,0.0,33.8049,0.2069,0.9146
457,False,False,2,0.0643,208.2,3.6,0.9254,0.0942,0.8,0.792
458,False,False,3,0.1238,738.2,8.0,1.0,0.0,0.8,0.869
459,True,True,3,0.9624,144.2,8.2,0.8896,10.7054,0.1111,0.77
460,True,True,3,0.9943,234.0,7.4,0.9767,4.6344,0.093,0.6235
461,True,True,2,0.0488,63.0,6.1,1.0,8.4751,0.1304,0.625
462,False,True,2,0.9856,188.0,19.3,0.1237,21.887,0.1765,0.8048
463,True,True,3,0.7132,131.0,7.4,0.9922,9.1772,0.1842,0.7803
464,True,True,3,0.9918,157.0,7.4,0.8709,6.9953,0.0938,0.8049
465,True,True,3,0.9753,147.5,7.9,0.9553,7.8325,0.075,0.5726
466,True,True,2,0.0083,32.0,7.4,1.0,8.934,0.0909,0.5513
467,True,True,3,0.2776,134.0,4.4,0.8768,7.1386,0.0714,0.7462
468,True,True,3,0.963,144.2,7.4,0.6972,1.7104,0.2051,0.7746
469,True,True,3,0.0815,90.0,7.1,1.0,5.4422,0.2353,0.8261
470,True,True,3,0.7444,124.2,8.0,0.912,6.919,0.2353,0.8536
471,True,True,3,0.7222,108.5,6.4,0.8638,5.8,0.2903,0.7625
472,True,True,3,0.9929,443.8,11.3,1.0,0.4828,0.2917,0.6984
473,False,True,2,0.0095,42.2,8.0,1.0,11.9374,0.0,0.8175
474,True,True,2,0.9626,149.5,12.0,0.3586,11.3625,0.1071,0.7405
475,True,True,3,0.7383,115.0,7.4,0.9364,11.2271,0.0811,0.7276
476,True,True,3,0.9763,145.5,9.3,0.8299,8.6523,0.1818,0.805
477,True,True,3,0.9815,243.0,4.3,0.9811,11.123,0.0,0.495
478,False,False,1,0.0318,58.8,3.4,1.0,0.0,0.7273,0.8253
479,True,True,3,0.9648,183.2,8.1,0.8747,4.3843,0.1316,0.7949
480,True,True,3,0.9849,248.5,8.4,0.7071,9.9566,0.0667,0.5458
481,False,True,1,0.0092,33.2,15.8,0.3824,14.5252,0.1143,0.7523
482,True,True,3,0.9126,191.5,8.7,0.5922,11.5636,0.2258,0.7289
483,True,True,3,0.9814,220.8,8.3,1.0,8.5448,0.2857,0.854
484,False,True,1,0.0487,28.2,3.3,1.0,19.0938,0.1944,0.8159
485,False,True,3,0.6407,85.5,4.2,0.7299,33.5474,0.12,0.8298
486,False,True,1,0.0855,31.5,2.8,0.9048,36.0026,0.2333,0.8951
487,True,True,3,0.9886,206.2,6.5,0.9192,8.5508,0.0476,0.7509
488,True,True,3,0.9624,144.2,7.6,0.7559,9.1093,0.1304,0.743
489,True,True,3,0.9986,214.2,6.8,0.903,8.6718,0.1154,0.523
490,True,True,3,0.9622,188.5,9.7,0.8451,9.0526,0.1724,0.7581
491,True,True,2,0.9757,170.8,11.3,0.4503,3.0506,0.1613,0.8611
492,True,True,3,0.2614,127.2,8.2,1.0,5.8643,0.75,0.8224
493,True,True,3,0.995,163.2,7.2,1.0,7.8747,0.2143,0.7535
494,True,False,1,0.8596,56.5,3.1,1.0,0.0,0.6,0.7746
495,False,True,3,0.0485,82.2,4.7,0.9803,10.7758,0.75,0.7977
496,True,True,3,0.9966,260.8,6.5,0.9785,21.0453,0.0588,0.6909
497,True,True,3,0.9427,163.8,9.0,0.9666,0.7351,0.3333,0.7711
498,True,True,3,0.9907,191.0,6.4,0.9593,16.4728,0.4286,0.7537
499,False,True,2,0.3649,62.0,13.2,0.6555,51.1476,0.0588,0.8224
500,True,True,3,0.9849,234.2,8.2,0.6758,8.9687,0.4167,0.5464
501,False,False,2,0.0308,133.2,3.9,1.0,3.6767,0.75,0.8648
502,False,True,1,0.3801,75.0,15.0,0.4138,50.4849,0.0588,0.793
503,False,True,3,0.2173,110.2,4.0,0.9273,2.747,0.3684,0.4928
504,False,True,2,0.7661,56.0,21.6,0.5893,41.6746,0.125,0.9002
505,False,True,1,0.5226,53.8,12.2,0.1963,23.2877,0.1364,0.8036
506,True,True,3,0.9966,264.2,6.7,0.931,20.9027,0.0769,0.6524
507,False,True,3,0.8879,179.8,4.7,0.863,6.4167,0.6667,0.7644
508,True,True,2,0.9857,188.5,18.4,0.4935,22.0969,0.15,0.8186
509,False,False,1,0.0127,69.2,3.4,1.0,1.4999,0.6667,0.6067
510,True,True,3,0.9934,260.8,7.4,0.7595,9.0983,0.2273,0.6346
511,True,True,3,0.9772,232.0,8.6,0.9087,8.9687,0.3333,0.5702
512,True,True,3,0.9955,243.8,7.0,0.947,9.268,0.5,0.6016
513,False,True,2,0.932,21.5,4.8,1.0,3.9219,0.8,0.771
514,True,True,2,0.9858,110.5,4.8,0.4381,25.8189,0.5,0.8969
515,False,False,2,0.0163,94.0,3.1,1.0,1.4832,0.6667,0.6056
516,True,True,2,0.1372,132.0,3.9,1.0,7.6193,0.0,0.8054
517,True,True,3,0.9863,164.8,6.1,0.9391,8.3274,0.0417,0.6989
518,True,True,3,0.9886,138.2,6.4,1.0,9.0812,0.0833,0.7589
519,True,True,3,0.9822,187.0,6.0,0.8963,12.3091,0.1852,0.6704
520,True,True,3,0.9921,220.5,6.1,0.9841,2.29,0.12,0.5398
521,True,True,3,0.9437,2853.8,9.9,1.0,0.0,0.6667,0.71
522,False,True,1,0.0401,77.2,3.6,0.9935,14.1348,0.08,0.7038
523,True,True,2,0.0635,74.2,7.1,0.9726,10.4299,0.0476,0.7629
524,True,True,3,0.9953,200.2,7.0,0.8667,6.9767,0.0,0.5819
525,True,True,3,0.7296,113.8,7.2,0.8873,9.1852,0.0833,0.7052
526,True,True,3,0.9763,146.2,6.3,1.0,3.6579,0.08,0.7372
527,True,True,3,0.9882,369.0,4.8,0.8227,13.9469,0.1154,0.5433
528,False,True,1,0.0096,33.2,2.6,1.0,10.98,0.6,0.755
529,True,True,3,0.7901,128.8,6.3,0.9924,8.8301,0.0,0.7726
530,True,True,3,0.5855,130.8,11.5,0.517,9.8896,0.0,0.8447
531,True,True,3,0.9802,136.0,5.2,0.9926,9.4511,0.0,0.7373
532,True,True,3,0.9941,162.2,6.1,0.9909,5.4569,0.0741,0.7619
533,True,True,3,0.9917,171.2,5.4,0.994,8.8938,0.1429,0.7528
534,True,True,3,0.9969,220.8,6.0,0.7338,9.2926,0.25,0.5501
535,True,True,3,0.9962,372.8,5.2,0.6873,7.1129,0.1154,0.633
536,True,True,3,0.9914,246.2,5.1,0.928,4.0918,0.2857,0.5733
537,False,True,1,0.0744,43.0,11.4,0.2375,24.2272,0.0556,0.8827
538,False,True,2,0.1988,112.2,3.6,0.7633,9.254,0.0,0.7609
539,True,True,2,0.9841,405.0,3.7,0.7631,8.3165,0.0,0.4858
540,True,True,3,0.9882,189.8,6.4,0.8273,7.8659,0.0,0.6524
541,True,True,3,0.9941,228.2,5.0,0.6811,5.2381,0.0,0.85
542,True,True,3,0.7818,204.2,4.6,1.0,1.333,0.8333,0.864
543,True,True,3,0.3711,95.8,6.7,1.0,7.9178,0.0588,0.8449
544,True,True,3,0.9765,143.2,6.9,0.7224,10.3869,0.0667,0.7738
545,True,True,2,0.0257,64.5,4.1,1.0,11.8106,0.1667,0.8583
546,True,True,3,0.9826,251.8,5.5,0.916,2.8845,0.0476,0.7111
